Date,Open,High,Low,Close,Adj. Close,Change,Volume
2002-09-20,89.45,89.52,89.06,89.30,40.073,-0.47%,113500
2002-09-23,90.00,90.24,89.77,90.10,40.432,+0.90%,163200
2002-09-24,90.30,90.94,90.21,90.68,40.692,+0.64%,251900
2002-09-25,90.10,90.36,89.26,89.58,40.198,-1.21%,127200
2002-09-26,89.05,89.53,88.61,89.37,40.104,-0.23%,429000
2002-09-27,89.53,90.04,89.48,90.04,40.405,+0.75%,298200
2002-09-30,90.66,90.90,90.08,90.40,40.566,+0.40%,297800
2002-10-01,89.16,89.30,88.80,88.94,40.065,-1.62%,257500
2002-10-02,89.24,89.48,88.84,89.45,40.295,+0.57%,91000
2002-10-03,89.30,89.51,88.80,89.23,40.196,-0.25%,29900
2002-10-04,88.40,89.72,88.40,89.51,40.322,+0.31%,131000
2002-10-07,89.90,89.96,89.46,89.66,40.389,+0.17%,433800
2002-10-08,89.50,90.52,89.32,89.69,40.403,+0.03%,530900
2002-10-09,90.30,90.38,89.95,90.15,40.610,+0.51%,402900
2002-10-10,90.17,90.17,89.28,89.44,40.290,-0.79%,97100
2002-10-11,89.10,89.22,88.06,88.38,39.813,-1.19%,421800
2002-10-14,88.50,88.55,88.07,88.25,39.754,-0.15%,18300
2002-10-15,87.00,87.30,86.15,86.16,38.813,-2.37%,297100
2002-10-16,86.60,86.60,85.89,86.20,38.831,+0.05%,125200
2002-10-17,85.14,85.56,85.07,85.15,38.358,-1.22%,233400
2002-10-18,85.02,85.39,84.28,85.37,38.457,+0.26%,459100
2002-10-21,85.50,85.60,84.50,84.54,38.083,-0.97%,134900
2002-10-22,84.85,84.85,84.22,84.30,37.975,-0.28%,205000
2002-10-23,84.75,85.20,84.18,84.33,37.988,+0.04%,127800
2002-10-24,84.16,85.25,84.08,85.07,38.322,+0.88%,339600
2002-10-25,85.35,85.56,85.15,85.38,38.461,+0.36%,146100
2002-10-28,85.56,85.64,85.20,85.26,38.407,-0.14%,97800
2002-10-29,85.82,86.89,85.77,86.37,38.907,+1.30%,125000
2002-10-30,86.37,86.68,86.07,86.34,38.894,-0.03%,31900
2002-10-31,86.05,86.86,86.02,86.73,39.069,+0.45%,512700
2002-11-01,86.30,86.93,85.25,85.98,38.907,-0.86%,125100
2002-11-04,85.48,85.75,85.25,85.60,38.735,-0.44%,342500
2002-11-05,85.60,85.60,85.09,85.27,38.585,-0.39%,73800
2002-11-06,85.05,86.13,84.91,85.61,38.739,+0.40%,118500
2002-11-07,87.05,87.73,86.85,87.73,39.699,+2.48%,147900
2002-11-08,88.40,88.65,87.95,88.44,40.020,+0.81%,294700
2002-11-11,88.55,88.92,88.40,88.92,40.237,+0.54%,70000
2002-11-12,89.15,89.15,88.37,88.41,40.006,-0.57%,494300
2002-11-13,88.45,88.69,87.96,88.60,40.092,+0.21%,104700
2002-11-14,87.65,87.65,86.76,86.76,39.260,-2.08%,118000
2002-11-15,86.54,87.23,86.26,87.11,39.418,+0.40%,110700
2002-11-18,87.02,87.63,86.96,87.50,39.595,+0.45%,32200
2002-11-19,87.95,88.23,87.51,87.82,39.739,+0.37%,51800
2002-11-20,88.20,88.22,86.81,86.96,39.350,-0.98%,307400
2002-11-21,86.50,86.50,85.86,86.12,38.970,-0.97%,323200
2002-11-22,86.33,86.39,85.88,86.04,38.934,-0.09%,184800
2002-11-25,86.00,86.38,85.80,85.88,38.862,-0.19%,288200
2002-11-26,86.20,87.02,86.15,86.96,39.350,+1.26%,377800
2002-11-27,86.25,86.33,84.96,85.00,38.463,-2.25%,325600
2002-11-29,85.16,85.63,85.14,85.55,38.712,+0.65%,31700
2002-12-02,84.36,85.40,84.15,85.24,38.748,-0.36%,284900
2002-12-03,85.70,85.70,85.12,85.36,38.803,+0.14%,113800
2002-12-04,85.90,86.00,85.55,85.80,39.003,+0.52%,129000
2002-12-05,85.28,86.28,85.26,86.02,39.103,+0.26%,206400
2002-12-06,87.00,87.09,85.76,86.17,39.171,+0.17%,440500
2002-12-09,86.20,86.85,86.17,86.65,39.389,+0.56%,400300
2002-12-10,86.61,86.93,86.50,86.88,39.494,+0.27%,151600
2002-12-11,87.15,87.65,86.96,87.46,39.757,+0.67%,163800
2002-12-12,87.06,87.60,87.06,87.38,39.721,-0.09%,135800
2002-12-13,87.14,87.16,86.53,86.53,39.335,-0.97%,425800
2002-12-16,86.90,86.90,85.84,85.88,39.039,-0.75%,115700
2002-12-17,86.30,86.35,85.68,85.88,39.039,0.00%,290600
2002-12-18,86.48,86.69,86.25,86.55,39.344,+0.78%,191000
2002-12-19,86.80,87.49,86.65,87.32,39.694,+0.89%,134400
2002-12-20,87.23,87.56,87.15,87.38,39.721,+0.07%,41900
2002-12-23,87.36,87.40,86.25,87.40,39.730,+0.02%,74200
2002-12-24,88.00,88.08,87.84,87.89,39.953,+0.56%,46600
2002-12-26,87.90,88.06,87.73,88.06,40.030,+0.19%,13500
2002-12-27,88.55,89.03,88.28,89.03,40.471,+1.10%,140200
2002-12-30,88.90,89.24,88.63,89.24,40.566,+0.24%,274900
2002-12-31,88.95,89.33,88.32,88.57,40.465,-0.75%,109400
2003-01-02,87.70,87.90,86.21,86.28,39.419,-2.59%,192100
2003-01-03,86.15,86.54,85.83,86.48,39.510,+0.23%,311200
2003-01-06,86.17,86.29,85.81,86.25,39.405,-0.27%,35600
2003-01-07,86.19,86.75,86.17,86.56,39.546,+0.36%,69800
2003-01-08,86.88,87.14,86.78,86.99,39.743,+0.50%,160100
2003-01-09,86.17,86.17,85.02,85.32,38.980,-1.92%,237500
2003-01-10,85.92,85.92,85.12,85.54,39.080,+0.26%,145200
2003-01-13,85.54,85.87,85.40,85.68,39.144,+0.16%,53300
2003-01-14,86.00,86.28,85.96,85.98,39.281,+0.35%,98900
2003-01-15,86.28,86.70,86.20,86.40,39.473,+0.49%,129600
2003-01-16,86.38,86.60,85.62,86.52,39.528,+0.14%,57900
2003-01-17,87.10,87.24,86.93,86.95,39.725,+0.50%,97700
2003-01-21,86.88,87.45,86.80,87.45,39.953,+0.58%,107500
2003-01-22,87.68,87.90,87.52,87.88,40.150,+0.49%,107100
2003-01-23,87.32,87.70,87.30,87.45,39.953,-0.49%,110700
2003-01-24,87.74,88.44,87.74,87.97,40.191,+0.59%,285300
2003-01-27,87.90,88.04,87.50,87.65,40.044,-0.36%,150500
2003-01-28,87.65,87.78,87.10,87.65,40.044,0.00%,454700
2003-01-29,87.65,87.78,87.10,87.65,40.044,0.00%,221400
2003-01-30,87.20,87.90,87.10,87.82,40.122,+0.19%,108600
2003-01-31,87.90,88.21,87.54,88.06,40.232,+0.27%,182300
2003-02-03,87.67,87.91,87.31,87.88,40.290,-0.20%,55200
2003-02-04,88.37,88.40,88.11,88.27,40.469,+0.44%,56900
2003-02-05,88.23,88.70,87.43,87.51,40.120,-0.86%,223300
2003-02-06,87.84,88.26,87.79,88.22,40.446,+0.81%,120900
2003-02-07,87.77,88.52,87.63,88.42,40.538,+0.23%,247200
2003-02-10,88.12,88.40,87.69,87.80,40.253,-0.70%,76600
2003-02-11,87.60,87.91,87.43,87.78,40.244,-0.02%,259100
2003-02-12,87.80,88.13,87.67,88.09,40.386,+0.35%,121300
2003-02-13,88.27,89.18,88.17,88.57,40.606,+0.54%,440200
2003-02-14,88.30,88.37,87.61,87.81,40.258,-0.86%,829700
2003-02-18,87.56,87.98,87.34,87.92,40.308,+0.13%,213200
2003-02-19,88.39,88.70,88.25,88.52,40.583,+0.68%,62100
2003-02-20,88.34,88.90,88.34,88.82,40.721,+0.34%,486700
2003-02-21,88.56,88.72,88.21,88.30,40.483,-0.59%,250400
2003-02-24,88.88,88.90,88.62,88.72,40.675,+0.48%,168200
2003-02-25,89.40,89.65,89.00,89.13,40.863,+0.46%,358500
2003-02-26,89.38,89.75,89.15,89.75,41.147,+0.70%,334000
2003-02-27,89.46,89.99,89.31,89.90,41.216,+0.17%,695700
2003-02-28,89.68,90.54,89.58,90.47,41.477,+0.63%,213100
2003-03-03,90.00,90.45,89.91,90.24,41.528,-0.25%,204100
2003-03-04,90.13,90.45,90.02,90.30,41.556,+0.07%,83100
2003-03-05,90.62,90.63,90.04,90.60,41.694,+0.33%,126000
2003-03-06,90.55,90.68,90.06,90.25,41.533,-0.39%,166000
2003-03-07,90.72,90.79,90.05,90.56,41.675,+0.34%,263800
2003-03-10,90.81,91.03,90.68,91.03,41.892,+0.52%,147200
2003-03-11,90.99,91.16,90.73,90.87,41.818,-0.18%,82800
2003-03-12,90.92,91.36,90.88,91.20,41.970,+0.36%,454800
2003-03-13,90.15,90.39,89.52,89.52,41.197,-1.84%,830200
2003-03-14,89.90,90.12,89.62,89.96,41.399,+0.49%,590900
2003-03-17,90.52,90.52,88.86,88.88,40.902,-1.20%,724400
2003-03-18,88.96,89.20,88.01,88.04,40.516,-0.95%,415200
2003-03-19,88.04,88.07,87.33,87.39,40.217,-0.74%,398400
2003-03-20,87.82,87.95,86.76,87.25,40.152,-0.16%,206700
2003-03-21,86.92,87.05,86.05,86.05,39.600,-1.38%,843400
2003-03-24,87.10,87.60,86.85,87.41,40.226,+1.58%,373800
2003-03-25,87.65,87.82,86.90,87.31,40.180,-0.11%,606400
2003-03-26,87.25,87.65,87.25,87.49,40.263,+0.21%,309500
2003-03-27,87.75,87.87,87.33,87.55,40.290,+0.07%,191600
2003-03-28,87.92,88.08,87.72,87.75,40.382,+0.23%,253400
2003-03-31,88.30,88.93,88.30,88.90,40.911,+1.31%,643800
2003-04-01,88.40,88.79,87.90,88.27,40.795,-0.71%,289800
2003-04-02,87.65,87.70,87.28,87.35,40.370,-1.04%,312200
2003-04-03,87.25,87.58,87.14,87.30,40.347,-0.06%,245600
2003-04-04,87.06,87.30,86.88,87.05,40.232,-0.29%,184900
2003-04-07,86.22,86.86,85.92,86.85,40.139,-0.23%,485400
2003-04-08,87.05,87.59,86.99,87.55,40.463,+0.81%,194700
2003-04-09,87.40,87.86,87.17,87.81,40.583,+0.30%,102400
2003-04-10,87.75,87.85,87.35,87.40,40.393,-0.47%,53300
2003-04-11,86.82,87.32,86.59,87.26,40.329,-0.16%,450000
2003-04-14,87.10,87.11,86.71,87.02,40.218,-0.28%,207100
2003-04-15,87.33,87.53,87.04,87.49,40.435,+0.54%,128500
2003-04-16,87.53,87.90,87.47,87.85,40.601,+0.41%,97700
2003-04-17,88.24,88.40,87.80,87.99,40.666,+0.16%,106200
2003-04-21,87.48,87.83,87.26,87.80,40.578,-0.22%,148000
2003-04-22,88.15,88.26,87.62,87.75,40.555,-0.06%,299900
2003-04-23,87.78,88.01,87.60,87.93,40.638,+0.21%,42700
2003-04-24,88.40,88.99,88.40,88.72,41.003,+0.90%,199000
2003-04-25,88.75,89.10,88.68,88.92,41.096,+0.23%,529700
2003-04-28,89.09,89.09,88.78,88.78,41.031,-0.16%,80500
2003-04-29,88.53,88.77,88.32,88.63,40.962,-0.17%,177500
2003-04-30,88.79,89.52,88.72,89.45,41.341,+0.93%,293400
2003-05-01,89.20,89.60,88.80,89.02,41.361,-0.48%,231200
2003-05-02,89.06,89.07,88.27,88.32,41.035,-0.79%,231500
2003-05-05,88.54,88.87,88.20,88.79,41.254,+0.53%,77700
2003-05-06,88.84,89.40,88.52,89.23,41.458,+0.50%,260600
2003-05-07,90.00,90.33,89.82,90.27,41.941,+1.17%,306900
2003-05-08,90.60,90.90,90.28,90.49,42.044,+0.24%,437400
2003-05-09,90.30,90.62,90.20,90.58,42.085,+0.10%,110000
2003-05-12,91.14,91.19,90.73,91.15,42.350,+0.63%,364700
2003-05-13,90.90,91.37,90.83,91.35,42.443,+0.22%,227800
2003-05-14,91.83,92.98,91.62,92.75,43.094,+1.53%,1426500
2003-05-15,92.60,93.57,92.60,93.04,43.228,+0.31%,810300
2003-05-16,93.48,93.76,92.95,93.72,43.544,+0.73%,703900
2003-05-19,94.11,94.24,93.13,93.40,43.396,-0.34%,817800
2003-05-20,93.15,94.78,93.12,94.78,44.037,+1.48%,606600
2003-05-21,94.25,95.66,94.12,94.77,44.032,-0.01%,1799600
2003-05-22,95.10,95.70,94.90,95.61,44.422,+0.89%,576200
2003-05-23,95.77,96.21,95.64,95.85,44.534,+0.25%,690600
2003-05-27,95.62,95.71,94.12,94.12,43.730,-1.80%,846400
2003-05-28,93.90,94.14,93.31,93.96,43.656,-0.17%,730500
2003-05-29,94.30,94.80,94.07,94.78,44.037,+0.87%,508300
2003-05-30,94.45,94.74,93.97,94.60,43.953,-0.19%,722200
2003-06-02,93.88,93.88,93.09,93.51,43.632,-1.15%,478600
2003-06-03,93.76,94.58,93.71,94.26,43.982,+0.80%,389400
2003-06-04,94.46,94.71,94.05,94.54,44.112,+0.30%,394100
2003-06-05,95.20,95.38,93.80,93.80,43.767,-0.78%,820900
2003-06-06,93.70,94.15,93.38,94.14,43.926,+0.36%,276800
2003-06-09,94.70,94.88,94.27,94.77,44.220,+0.67%,282200
2003-06-10,95.08,95.93,95.07,95.90,44.747,+1.19%,534800
2003-06-11,96.25,96.60,95.70,95.78,44.691,-0.13%,633600
2003-06-12,96.11,96.73,96.01,96.53,45.041,+0.78%,315400
2003-06-13,96.93,97.28,96.76,97.18,45.344,+0.67%,478400
2003-06-16,97.50,97.66,96.26,96.26,44.915,-0.95%,789300
2003-06-17,95.97,96.03,95.40,95.50,44.560,-0.79%,691600
2003-06-18,95.06,95.06,94.20,94.28,43.991,-1.28%,657600
2003-06-19,93.96,94.48,93.50,94.10,43.907,-0.19%,817700
2003-06-20,93.90,94.05,93.03,93.75,43.744,-0.37%,561700
2003-06-23,93.82,94.43,93.53,94.31,44.005,+0.60%,819900
2003-06-24,94.15,95.18,94.01,95.18,44.411,+0.92%,292900
2003-06-25,95.42,95.49,93.45,93.66,43.702,-1.60%,1002800
2003-06-26,93.25,93.25,92.12,92.40,43.114,-1.35%,1423800
2003-06-27,92.55,92.55,91.55,92.07,42.960,-0.36%,735900
2003-06-30,91.92,92.52,91.68,92.50,43.161,+0.47%,541900
2003-07-01,92.15,92.49,91.51,91.69,42.947,-0.88%,449000
2003-07-02,91.20,92.07,91.11,91.92,43.055,+0.25%,338800
2003-07-03,91.70,91.71,90.60,90.60,42.437,-1.44%,559100
2003-07-07,90.28,90.59,90.02,90.02,42.165,-0.64%,465400
2003-07-08,90.43,90.48,89.63,90.10,42.203,+0.09%,389600
2003-07-09,90.53,90.69,90.11,90.39,42.338,+0.32%,270400
2003-07-10,90.69,90.75,90.12,90.36,42.324,-0.03%,718000
2003-07-11,90.30,90.79,90.21,90.79,42.526,+0.48%,389500
2003-07-14,90.68,90.87,89.63,89.75,42.039,-1.15%,465900
2003-07-15,89.54,89.86,87.40,87.65,41.055,-2.34%,3171100
2003-07-16,87.41,88.72,87.15,88.15,41.289,+0.57%,1205400
2003-07-17,87.33,88.04,87.18,87.88,41.163,-0.31%,1030600
2003-07-18,87.65,87.96,87.44,87.70,41.078,-0.20%,550800
2003-07-21,87.50,87.60,85.65,85.84,40.207,-2.12%,1267600
2003-07-22,85.97,86.36,85.44,86.26,40.404,+0.49%,1576900
2003-07-23,86.80,87.05,86.40,86.55,40.540,+0.34%,1374700
2003-07-24,85.90,86.08,85.55,85.79,40.184,-0.88%,701100
2003-07-25,85.98,86.62,85.40,85.56,40.076,-0.27%,1273500
2003-07-28,85.24,85.29,84.40,84.41,39.537,-1.34%,1268500
2003-07-29,84.18,85.35,83.26,83.26,38.999,-1.36%,2139300
2003-07-30,83.74,84.72,83.57,84.20,39.439,+1.13%,1963400
2003-07-31,83.69,83.71,82.23,82.95,38.854,-1.48%,4706400
2003-08-01,82.10,82.79,81.98,82.51,38.824,-0.53%,3061200
2003-08-04,82.48,83.22,82.35,83.22,39.159,+0.86%,1858700
2003-08-05,83.21,83.29,81.80,82.03,38.599,-1.43%,2413000
2003-08-06,82.50,83.77,82.37,83.65,39.361,+1.97%,2549700
2003-08-07,83.80,84.05,83.14,84.00,39.526,+0.42%,1796400
2003-08-08,84.34,84.79,83.65,83.66,39.366,-0.40%,2399100
2003-08-11,83.55,83.57,82.91,83.24,39.168,-0.50%,1355000
2003-08-12,83.42,83.65,82.80,82.85,38.984,-0.47%,1534200
2003-08-13,82.20,82.35,81.19,81.25,38.232,-1.93%,2258100
2003-08-14,81.44,82.10,80.91,82.05,38.608,+0.98%,1612300
2003-08-15,82.20,82.50,81.90,82.00,38.585,-0.06%,515100
2003-08-18,82.30,82.60,82.01,82.38,38.763,+0.46%,655300
2003-08-19,82.55,83.65,82.50,83.65,39.361,+1.54%,1086500
2003-08-20,83.83,83.87,82.74,83.20,39.149,-0.54%,503600
2003-08-21,83.06,83.45,82.42,83.00,39.055,-0.24%,783600
2003-08-22,83.10,83.85,82.90,83.37,39.229,+0.45%,413200
2003-08-25,83.32,83.54,82.25,82.72,38.923,-0.78%,648200
2003-08-26,82.45,83.37,82.32,83.37,39.229,+0.79%,837200
2003-08-27,83.27,83.27,82.61,82.99,39.050,-0.46%,409100
2003-08-28,83.23,83.98,83.23,83.85,39.455,+1.04%,557200
2003-08-29,83.94,83.99,83.38,83.65,39.361,-0.24%,651100
2003-09-02,83.63,83.65,82.04,82.06,38.788,-1.90%,868700
2003-09-03,82.48,82.48,81.88,82.19,38.849,+0.16%,639900
2003-09-04,82.49,82.71,82.16,82.65,39.067,+0.56%,562900
2003-09-05,83.40,84.09,83.17,84.07,39.738,+1.72%,838000
2003-09-08,83.63,84.45,83.20,83.20,39.327,-1.03%,621100
2003-09-09,83.52,83.94,82.92,83.80,39.610,+0.72%,599900
2003-09-10,83.90,84.70,83.82,84.65,40.012,+1.01%,1285900
2003-09-11,84.26,84.38,83.80,84.10,39.752,-0.65%,859500
2003-09-12,85.02,85.38,84.45,84.68,40.026,+0.69%,1375300
2003-09-15,84.50,84.89,84.11,84.55,39.965,-0.15%,367100
2003-09-16,84.37,84.50,83.90,84.42,39.903,-0.15%,655200
2003-09-17,84.72,85.56,84.48,85.47,40.400,+1.24%,1223900
2003-09-18,85.65,85.65,84.83,85.53,40.428,+0.07%,615000
2003-09-19,85.65,86.03,85.49,85.63,40.475,+0.12%,869300
2003-09-22,85.00,85.18,84.23,84.95,40.154,-0.79%,1126400
2003-09-23,84.88,85.54,84.64,85.53,40.428,+0.68%,632100
2003-09-24,85.54,86.49,85.34,86.27,40.778,+0.87%,1005300
2003-09-25,86.30,86.72,86.15,86.70,40.981,+0.50%,846800
2003-09-26,86.94,87.49,86.82,87.48,41.350,+0.90%,1869700
2003-09-29,87.02,87.45,86.66,86.78,41.019,-0.80%,743000
2003-09-30,87.00,88.25,86.96,88.22,41.699,+1.66%,1623900
2003-10-01,87.50,87.93,87.35,87.52,41.542,-0.79%,931900
2003-10-02,86.84,87.45,86.40,87.12,41.352,-0.46%,1194100
2003-10-03,86.05,86.20,85.10,85.29,40.484,-2.10%,1451200
2003-10-06,85.12,85.79,85.08,85.66,40.659,+0.43%,507200
2003-10-07,85.45,85.57,84.63,84.67,40.189,-1.16%,594200
2003-10-08,84.45,84.98,84.35,84.65,40.180,-0.02%,811800
2003-10-09,83.92,84.13,83.65,84.05,39.895,-0.71%,1385600
2003-10-10,84.50,84.73,84.30,84.55,40.132,+0.59%,256600
2003-10-13,84.35,84.50,84.22,84.22,39.976,-0.39%,116300
2003-10-14,83.75,84.10,83.55,83.64,39.700,-0.69%,337100
2003-10-15,83.16,83.30,82.85,83.23,39.506,-0.49%,465600
2003-10-16,83.48,83.77,82.75,82.90,39.349,-0.40%,564900
2003-10-17,83.08,83.69,83.01,83.54,39.653,+0.77%,354500
2003-10-20,83.45,84.15,83.42,83.82,39.786,+0.34%,281600
2003-10-21,84.03,84.38,83.85,84.13,39.933,+0.37%,429700
2003-10-22,84.60,85.00,84.40,84.95,40.322,+0.97%,798000
2003-10-23,85.00,85.00,84.02,84.33,40.028,-0.73%,1055600
2003-10-24,85.00,85.60,84.66,85.27,40.474,+1.11%,1412200
2003-10-27,85.15,85.33,84.80,85.10,40.393,-0.20%,346900
2003-10-28,84.85,85.69,84.57,85.55,40.607,+0.53%,2200300
2003-10-29,85.28,85.35,84.61,84.78,40.241,-0.90%,926600
2003-10-30,84.00,84.55,83.80,84.40,40.061,-0.45%,936300
2003-10-31,84.73,85.22,83.74,85.19,40.436,+0.94%,887400
2003-11-03,84.56,84.58,84.04,84.44,40.245,-0.88%,957700
2003-11-04,84.65,84.97,84.59,84.92,40.474,+0.57%,246500
2003-11-05,84.82,84.82,84.26,84.34,40.198,-0.68%,275100
2003-11-06,83.77,83.92,83.50,83.55,39.821,-0.94%,861600
2003-11-07,83.12,83.59,83.05,83.50,39.797,-0.06%,725700
2003-11-10,83.60,83.84,83.20,83.43,39.764,-0.08%,553900
2003-11-11,83.45,83.50,83.36,83.44,39.769,+0.01%,99900
2003-11-12,83.86,84.15,83.79,84.05,40.059,+0.73%,321400
2003-11-13,84.60,85.37,84.54,85.35,40.679,+1.55%,920400
2003-11-14,85.30,85.96,85.20,85.92,40.951,+0.67%,484800
2003-11-17,86.14,86.59,85.95,86.05,41.013,+0.15%,695000
2003-11-18,85.97,86.61,85.78,86.58,41.265,+0.62%,632200
2003-11-19,86.42,86.62,85.56,85.62,40.808,-1.11%,553900
2003-11-20,86.25,86.49,85.80,86.45,41.203,+0.97%,373300
2003-11-21,86.58,86.93,86.50,86.50,41.227,+0.06%,516900
2003-11-24,86.18,86.31,85.75,85.79,40.889,-0.82%,573800
2003-11-25,85.95,86.52,85.95,86.26,41.113,+0.55%,298700
2003-11-26,86.10,86.40,85.33,85.91,40.946,-0.41%,613800
2003-11-28,85.35,85.40,85.13,85.13,40.574,-0.91%,311300
2003-12-01,84.40,84.57,83.80,84.24,40.349,-1.05%,1106600
2003-12-02,84.40,84.60,84.00,84.60,40.521,+0.43%,589100
2003-12-03,84.51,84.78,83.95,84.26,40.359,-0.40%,1446100
2003-12-04,84.26,84.67,84.19,84.45,40.450,+0.23%,561500
2003-12-05,85.30,86.23,85.12,85.80,41.096,+1.60%,1163800
2003-12-08,85.78,85.78,85.09,85.20,40.809,-0.70%,436200
2003-12-09,85.45,85.70,84.36,84.60,40.521,-0.70%,939200
2003-12-10,85.07,85.10,84.55,84.74,40.589,+0.17%,555700
2003-12-11,84.51,85.38,84.37,85.35,40.881,+0.72%,510500
2003-12-12,85.42,85.88,85.42,85.51,40.957,+0.19%,553100
2003-12-15,85.50,85.88,85.18,85.46,40.933,-0.06%,690000
2003-12-16,85.40,85.86,85.27,85.74,41.068,+0.33%,462800
2003-12-17,86.23,86.65,86.20,86.32,41.345,+0.68%,533100
2003-12-18,86.30,87.10,86.30,87.10,41.719,+0.90%,708100
2003-12-19,86.97,87.07,86.61,87.07,41.705,-0.03%,477600
2003-12-22,87.12,87.34,86.65,86.83,41.590,-0.28%,483700
2003-12-23,86.53,86.70,85.85,85.85,41.120,-1.13%,446600
2003-12-24,86.37,86.66,86.17,86.66,41.508,+0.94%,138900
2003-12-26,86.90,87.04,86.90,86.98,41.661,+0.37%,80500
2003-12-29,86.70,86.77,86.17,86.20,41.288,-0.90%,187800
2003-12-30,85.80,86.14,85.60,85.85,41.120,-0.41%,393900
2003-12-31,85.37,85.57,85.30,85.45,41.120,-0.47%,171400
2004-01-02,85.09,85.09,84.08,84.44,40.634,-1.18%,867100
2004-01-05,84.01,84.38,83.90,84.22,40.528,-0.26%,626400
2004-01-06,84.54,85.39,84.50,85.15,40.976,+1.10%,690500
2004-01-07,85.10,85.70,84.89,85.49,41.139,+0.40%,252000
2004-01-08,85.30,85.64,85.18,85.46,41.125,-0.04%,513300
2004-01-09,86.88,87.07,86.01,86.95,41.842,+1.74%,1623000
2004-01-12,86.60,87.38,86.60,86.88,41.808,-0.08%,863200
2004-01-13,86.68,87.47,86.56,87.47,42.092,+0.68%,465700
2004-01-14,87.49,87.92,87.15,87.90,42.299,+0.49%,1180300
2004-01-15,87.95,88.31,87.60,88.23,42.458,+0.38%,1537200
2004-01-16,88.68,88.80,87.61,87.61,42.160,-0.70%,751800
2004-01-20,87.50,87.93,87.50,87.59,42.150,-0.02%,629600
2004-01-21,87.75,87.81,87.44,87.80,42.251,+0.24%,570500
2004-01-22,87.95,88.48,87.71,88.44,42.559,+0.73%,443600
2004-01-23,88.56,88.90,87.26,87.38,42.049,-1.20%,1021300
2004-01-26,87.30,87.36,86.67,86.85,41.794,-0.61%,639500
2004-01-27,86.73,87.40,86.73,87.39,42.054,+0.62%,576100
2004-01-28,87.25,87.85,85.86,86.62,41.683,-0.88%,1823800
2004-01-29,86.22,86.58,86.02,86.44,41.596,-0.21%,814500
2004-01-30,86.90,87.22,86.60,87.04,41.885,+0.69%,526200
2004-02-02,86.45,86.88,86.38,86.50,41.798,-0.62%,335600
2004-02-03,86.92,86.99,86.60,86.94,42.010,+0.51%,350900
2004-02-04,86.79,86.86,86.48,86.77,41.928,-0.20%,645700
2004-02-05,86.84,87.08,86.24,86.43,41.764,-0.39%,971400
2004-02-06,87.14,87.45,87.03,87.38,42.223,+1.10%,798200
